,varimax_satisf,varimax_cog,varimax_er,CAPE42,SDQ,ESPAD,AUDIT,ocdband,dcgena,depband,eatband,spphband,ptsdband
perm_id_20,-0.023862163016928038,-0.08341598292747589,-0.03527007969394949,-0.06433940748866758,0.03521311581490468,0.004105088294699745,-0.020845291623381845,-0.05487554177787636,0.12946328705951268,0.026044453422732827,0.0797627286137572,0.029096509314907912,-0.008118270427695176
perm_id_21,-0.06465999905010658,-0.016659576020326063,-0.03772192401751479,-0.029174600648882727,0.01891195782609904,0.014582227451495254,0.014304064129778627,0.0535683948682844,0.00745205165218531,-0.009246574659493266,0.10278792698536347,0.013475543184266744,0.00900709899585404
perm_id_22,0.04621703134521582,0.025288456349238774,0.03368295162228526,-0.009295060744919604,0.030236929530355134,0.033062504013660406,0.06788377798776413,-0.008674966643100215,-0.03377970041388759,0.07212278407571232,0.07350994835254636,0.05221208773579872,0.01638752532162222
perm_id_23,0.008133374059166839,-0.013028392952312187,-0.0685441222977516,0.008676615442611939,0.06440080723156648,0.11384367891183537,0.09512462778081322,0.03243907817162348,-0.03240260077838446,-0.01655745614429053,0.05962613953889705,0.03404862803624057,0.0021237676665960166
perm_id_24,-0.0683222239022242,-0.008109659094254696,-0.03403154632745214,-0.00653060966147315,0.05273423551438063,0.035120283756268335,0.013118281224445855,0.024838429866884185,0.09932327466865418,0.04504499133318025,0.022840912873139205,-0.00836404061996037,-0.01665263358311855
perm_id_25,0.047751848197594274,-0.014439606897362716,0.025223467228393855,0.07853835788619798,-0.02116755982125921,0.017670419235005216,0.028017954874647043,-0.0550084367533522,-0.018932399320360428,-0.042932890045393746,0.02400243458085918,0.022910264403732318,0.03485942406105455
perm_id_26,-0.014654512370930553,0.02557213710046459,-0.016213413407154022,0.0330854472570851,-0.027962120579781716,0.045729572651716614,-0.018146478000883093,0.03431927941237157,-0.006896754462006436,-0.016237679848276277,-0.06508800957477964,0.010573650015281221,-0.029478009074819827
perm_id_27,-0.03844935125885327,-0.015039552282793817,-0.06431758793600323,-0.00510621722522952,-0.018346819789455595,0.0517451055015867,-0.01563519875810946,-0.02952279378989716,0.11863128347770496,0.015652197090703302,0.012540409478460468,-0.003864286452468592,0.08973346754887897
perm_id_28,-0.01042842228038904,-0.048362204844623856,-0.0257694654645166,-0.056434143776159865,0.04436076387061583,0.013907131322335854,0.04382505800585747,0.12963717683857898,0.02051029455201933,0.0208498197497932,-0.06302115032256879,0.01061605563992121,-0.037101857984455366
perm_id_29,0.008491972200697227,-0.05913782232139001,-0.005273509189807529,0.10028072563737053,0.017901613406942362,0.021432972176557787,0.07771112381695304,0.12004615330728362,0.03245149348823309,0.057541443355132726,0.08199986377060554,0.10362093807774872,0.05873108980361853
perm_id_30,0.09089759890579796,0.006865722956948795,-0.046968707307762585,0.10927818450018649,0.10349455030630286,-0.025668675064977668,0.006120580707581732,0.0714395299420801,-0.01644323990655869,0.03601503384950744,0.0656336348676655,0.030624173407589928,0.031923571278527504
perm_id_31,-0.01848635926281224,-0.04526674846888507,0.010653538831497413,0.002831812650274981,0.013251158234803785,0.06901480559010138,-0.021857457325469596,0.05789923613142822,0.05526039644760038,0.015869099786212693,-0.0363002118022429,-0.04072882630533637,0.011563972105270435
perm_id_32,-0.019277172055528227,-0.030499317809394043,-0.007772545585486508,0.018325440376481913,0.05093367208849169,0.06950160930161983,0.049273543303189525,0.056369284521750294,0.0316721747666999,-0.0008099520958157813,0.01250184355940595,0.05045974831828837,0.021208086045493138
perm_id_33,-0.03073633880215891,-0.022044181502585136,-0.037654062866597796,-0.045526614406983364,0.003836483080677156,0.07049685438452775,0.09080355273412577,0.030263850544157943,0.07243757896430539,-0.000670191018103483,0.014030830476012232,0.025808893270992807,0.021265758826873385
perm_id_34,0.06769743070289685,-0.006764278761165616,-0.02824330383803124,-0.008628140025755498,0.031836716773839854,-0.030610627869059173,0.07776127251584579,0.030084278940085463,0.07332316631718451,-0.06268078241229234,-0.0350445977693941,0.010378008133847602,-0.016543506896687633
perm_id_35,0.019934508236311096,0.010632442392830208,0.024069429637811363,0.025959743074918426,-0.01812039022809224,0.07897803014277886,0.0022044862362123373,0.0660459719459147,0.08592873500830403,-0.07725786427918166,0.052200958655181755,0.04015198344679002,0.015069045410363647
perm_id_36,0.032987914688447806,-0.04751306441368605,-0.007324448870571006,0.061217677865897054,-0.013154880811484729,0.010596059288986385,0.01103936659741265,0.1317462756912542,-0.016855308133520278,0.008910591380443275,0.09606629672886052,-0.014751237927188703,0.027153445724142307
perm_id_37,-0.03060566723399261,-0.03319937730829953,-0.043186985561930215,0.009429458717410398,0.027754895391414024,0.05770682302978186,-0.03719341495302337,0.06775465259338773,0.013998996602623957,0.0440731317173942,0.03177449977287782,-0.017527333200312703,0.06252417471203117
perm_id_38,0.04087601852329751,-0.026246987889043585,0.006241158762913326,0.004499340616459168,-0.05671009428054057,0.06200525767396179,-0.027366826793014686,-0.02600151560153858,0.07619662611365736,0.039502289433625645,-0.0064548079317004806,0.02907655859941392,0.07492615224378792
perm_id_39,-0.013519621221393647,0.019659258164072463,-0.02209533542971791,0.04658993747629882,0.03023535707518486,0.07845728556917328,-0.042007334563315894,0.06443382772190268,0.07494441115856482,-0.006136455000344047,0.09790984777002569,-0.018151744697754758,0.15129180260134323
perm_id_40,-0.05410921157067735,-0.02733812172439422,-0.03304807211606201,0.05384623379061881,0.020361901276067847,-0.011727791449925305,0.0396400327770755,-0.011004276150575925,0.04661841972942641,0.010321720405490875,0.10206706391842411,0.011912877019318889,0.012969014137131061
perm_id_41,-0.02724784785155596,-0.02811673720089131,-0.03223423268123102,-0.028647092991887894,-0.05115324838560062,0.046745283484287414,0.01421144101784064,0.05452879653255779,-0.01578179616100148,0.16535996418133264,0.12111387349868544,0.08272412634013411,-0.0209230747543594
perm_id_42,-0.0005497139766241638,-0.03748748869622979,-0.07046722541472006,0.03310585842245368,-0.06998587989659322,0.03716192808857512,-0.06311557652753337,0.037782356348920826,0.04260226027479294,0.08347501898690447,0.059749906978993336,0.09813509535812852,-0.005259571389286952
perm_id_43,-0.0010642678610106816,-0.005119161449584931,-0.04060439962957411,0.052709593777859644,0.057144507717760744,-0.0077743303947563755,0.032245934996157355,-0.039304643405588174,0.1271297390927606,-0.00860021057657551,0.06651499155142401,0.06946331721052158,-0.00034090515172462116
perm_id_44,-0.049758596857225335,0.000846819036199677,-0.03419691033444795,0.0012453833274993584,0.00017314345346412295,0.13936084879889443,0.0021438271807939315,-0.004399638644201341,0.08873932894354868,0.12518432456216627,0.05028582229296259,0.012247966179980276,0.044695900927150055
perm_id_45,-0.0802314121353517,-0.0027735375765507455,-0.05517121431281895,-0.04406048294788013,-0.0030070993882003383,-0.07264278025833538,0.0027818994575037745,0.061849785829177016,0.04410976282485506,0.02423713925699089,0.06649157904167632,0.14490579218969038,-0.025921168835373046
perm_id_46,-0.004446747933879869,-0.018049102025499173,-0.04633335689226371,-0.04384327504815148,0.04286477086617773,0.055134737062278824,-0.01628277799062683,-0.0031127669674790906,-0.0065635315504482036,0.002980192119361656,0.0378847331361964,0.10406484946201905,0.05058522386328701
perm_id_47,-0.060199115604115415,-0.052972676599336195,-0.04329454163817162,0.007192067082032175,0.0901943222228074,-0.03528786451219552,0.05433020932057859,-0.007211849930818514,-0.00809327313449982,-0.03807583110496297,0.019679281336312773,-0.013665597159457822,0.030518984087237435
perm_id_48,-0.034156655704871565,-0.061199938055156465,0.02816559248152814,0.06278650109954684,0.049315897090556476,0.05601220556713564,-0.0001838805654021288,0.07703828176179027,0.0031746657293800504,0.018913294348944294,0.02901426845688486,0.035918928742229045,0.0032831300333735396
perm_id_49,0.02957481308142349,0.014389613688050844,0.02054373422662659,0.008488175839831287,0.04366172030833792,-0.013972758381627115,0.031633475968449495,-0.05796673329684308,-0.02036024687370003,-0.051733900899003774,-0.037089144509027824,-0.04473991308395789,0.05128168212440793
perm_id_50,0.029207301325957512,0.009149914665248263,0.004622976595502024,-0.0309830579192495,-0.0030770354073201057,0.09040188859045628,-0.000907009961503154,0.03724733516122717,-0.02143028439656955,-0.01571862277999207,-0.017896487216652424,-0.008536490579464475,0.10304168705655974
perm_id_51,-0.004430750368820576,-0.02948815714881301,-0.06318640997981269,0.015990417203064104,0.04890817603468127,0.09118605091340762,0.040686871283196806,0.10508551402568932,0.013419353974380635,0.030711849126114403,0.027290107500128453,0.07222698265968004,-0.012220652660678672
perm_id_52,0.0669755025994872,-0.09877348707192621,-0.0035675066883909313,0.038060108004467054,0.0659539497914262,0.030122244627614314,-0.050428129135035686,0.018899707707866715,0.10348402911995287,0.013413131491773325,0.02298901613180843,-0.016837002217972727,-0.01244675067135472
perm_id_53,-0.02558212330940596,0.009888153771534474,-0.02693712942742508,-0.03561597990464298,0.0341346043676154,0.05058694555484605,0.01923299772919429,-0.0281731447969987,-0.059542681850233155,0.045669348941765296,0.05116353865551527,0.01315232747764619,0.12984072670189056
perm_id_54,-0.06733099637218727,-0.020881530361962587,-0.10198117045644862,-0.023070099527943838,0.0026045040183102024,0.0557041456530792,-0.00038655781179631446,0.12622482402823687,0.11523337666186749,-0.015021832967623614,-0.03397751733091343,0.10501526202733978,0.1007540379758415
perm_id_55,0.0019322784551280888,0.035954244461176524,-0.06197908113902321,-0.08675967568405617,-0.039649218798701445,0.025416568937084695,-0.006642930064616168,0.10802072360340263,0.10306655964149823,-0.0032493496640267835,0.095301125873548,-0.01737677160418694,0.025238546163449917
perm_id_56,-0.01627953473020383,0.04205408548757072,-0.0071455234117737375,-0.0007280363628643481,0.04965492658162721,0.008127527712377567,0.061451707331253345,0.011768549133875502,-0.012186449092416526,0.04205079456179354,0.017794615935932213,-0.003684844481911417,0.03928756583635647
perm_id_57,-0.020336046381614882,0.048669858552390075,-0.007220854301980355,-0.0667511596246412,-0.008119637955860652,0.04240969151755817,0.027677106078795453,-0.022188192843163333,0.07344323996640474,0.024605650207843735,0.03573872299171751,0.07236905010090015,0.002347721822837393
perm_id_58,-0.07562764473839065,-0.06847207968999224,-0.02801933316980953,0.03418457618652753,-0.011800579681642599,-0.00271622321338349,0.001481646346553046,0.06292535587624294,0.050619996613553195,0.08241724018096962,-0.0017425444272541064,0.07649212011273458,0.021056046127716006
perm_id_59,0.01543776273586308,-0.016327500347204166,-0.014736098978250083,0.03576188248458842,0.06493769719396787,0.06640865663073801,-0.06672721316291332,-0.004786439509208952,0.10082343023099187,0.045562636079809385,0.10973154523170989,-0.012126422346452927,0.04567019415903759
perm_id_60,-0.025279183475187296,0.04973607622366735,-0.027874461700089507,0.08125125738160194,0.010806852063675312,0.023238506964487027,0.09533364864246954,-0.022752746721391867,0.0814960879642148,0.006579865842807515,0.012147364593989355,-0.03833576424030322,0.08383940751289161
perm_id_61,-0.010385927199619196,-0.026363532755718143,-0.012335005114078701,-0.03281707638071509,-0.007966055641386317,0.005998658670906324,-0.006829321432079105,-0.038854191495324174,-0.040377652599817244,0.012202826888029487,0.05007346374140358,-0.032384661501056275,0.09216558850023569
perm_id_62,-0.07015844973634024,-0.012106267758527415,-0.042093653337846704,0.020848635950325402,0.06315202131649446,0.020372672605790138,0.06170141006357511,0.04374867103006672,0.013192657743715098,-0.009642275141313583,0.020322104741118553,0.04874531758612209,0.09841938998986412
perm_id_63,-0.03522671218524809,-0.021040304353236398,-0.014047491786242663,0.02117635231927931,-0.003960070965886342,0.08168737780699943,0.07094780621732036,0.010136250241331442,0.011675318624353547,0.08226008011088724,-0.021943242682498563,-0.021305771791020344,0.020080423163101137
perm_id_64,-0.12636302937167274,-0.02916046810868686,-0.061939951234243444,0.04966963563687765,-0.040123650184829926,0.03725073049116206,0.04403182101328814,0.010748235098121957,0.11834150904807875,0.08258416321701645,0.020314716352474067,-0.02778295173529681,-0.028617712319961196
perm_id_65,-0.0783790423235216,0.00885327389963387,-0.005763678200940132,0.006355615918911898,0.02010788344111298,-0.02052103347135861,0.030557062848133868,0.04359820814081838,0.04844412955052545,0.09983865331650466,0.006290452735233314,0.028185994297257055,-0.03522439241541867
perm_id_66,0.006994057616525514,0.052795966902848046,0.04598549405719333,-0.028949521276179693,0.05478629316051771,0.007995563736884868,0.025067436973443987,0.1042847082971455,0.029117533785807337,1.9616680865741625e-05,0.030271742472564797,0.050030904089956946,0.06375017193215742
perm_id_67,-0.016409928020570282,-0.004024998169564258,0.004664144742140018,0.047702046795291386,0.06464550997844169,-0.0029227822357446084,0.07925315248731186,0.06057505682972734,0.005426201048490036,-0.03754629081596925,-0.0700422078123089,0.004662806981734332,0.08320780279098294
perm_id_68,0.10109744271063047,0.00834307429406092,0.005557339039154229,-0.0069917956849571625,-0.012465727747770964,0.10695912685818841,0.07822385881069298,-0.0035190736929073428,-0.02246106799371268,0.0212796177741052,-0.029653157608907573,0.026451845966657717,-0.0550625890087623
perm_id_69,0.020725667979363673,-0.0759326527884063,0.00864402129038478,-0.0253697809493077,0.0659112365086354,0.042342028155323216,-0.03490126039975658,0.04366582056264123,0.020201115793630542,-0.01540255753399113,-0.03525653042089301,0.0728584247100852,-0.013541238194869592
perm_id_70,0.06535253830549027,0.0138546068415189,-0.003965011934925684,-0.026046134575209615,0.020889227091003916,0.041582598481547293,0.07424452995233247,-0.04455372332179449,0.1202275824456594,0.03210136764896766,-0.051383524584011186,0.04933202153547186,0.045680045264400344
perm_id_71,0.04549056793605151,-0.014807893626420907,-0.05936806214325889,0.028762690054059174,0.05354787062470581,-0.016807249718014543,-0.014185379032830117,0.058930336562283046,-0.004192427094132461,0.0572608153647625,-0.010309510389157159,0.06375520140523559,-0.012446619540095155
perm_id_72,0.026519279464382223,-0.02839900378348566,-0.10773228641722812,-0.1028613157460735,0.02684867816401015,0.002912337541499011,-0.028357325443133574,0.0509046149305395,0.03512309533510638,-0.009441205753699262,0.09590145302646641,-0.040103780109129225,0.013642828688486151
perm_id_73,-0.013978676476989135,0.06903629407578026,-0.0076660164295282674,0.02339788720981176,0.0685946153811601,0.018907952285315555,-0.04020079913292287,0.1340288050639609,0.09034037776295485,0.07955088224677842,0.019004559736597898,0.010987840194178691,0.048799078075291484
perm_id_74,-0.10223932364052835,0.03413123055152561,0.08008988209486269,0.030617625643763913,0.03607802614704976,0.016712088788978688,0.025923127562307864,0.046294482380240254,-0.020721565571335362,0.021437837755277567,0.13440601878237138,-0.010389195123285181,0.03122679564904408
perm_id_75,0.06590700386714628,-0.049734538303036556,-0.008347760955729299,0.01169078361630039,0.05150958780766465,-0.024337759293657852,0.03648236932292113,-0.04920058873579219,-0.021174759932261922,0.02702667387219964,0.020418560152654336,-0.003175686061885558,0.06477690725560048
perm_id_76,0.007649534252961515,-0.08219210260014098,0.00958189119115429,0.021973354969670362,-0.00413782614600217,0.06003953368312537,-0.05760952725214316,0.016344733895112873,0.09477863932823966,0.03850902197475535,0.022415545498503206,0.030869993317119364,-0.009051637690814743
perm_id_77,0.030703276759569086,0.034078532987349856,-0.054563863628511615,0.0212828673253707,0.06113213023425567,0.04558731344406802,0.04834487482495539,-0.027373808488296483,-0.016648101553845267,-0.0002147593681742951,0.04470350792852768,0.01035613885706629,0.00841445633204564
perm_id_78,-0.006272656190938606,0.012263532793096839,0.030284276115960233,0.010120982108336618,0.03024686297025775,0.0003742453203106456,-0.04278414432539682,-0.023938792691151883,-0.018757578381025968,0.05169025847191611,-0.06163309285171013,0.015754666926128234,0.03591182318391099
perm_id_79,-0.04345601352037853,-0.08831408891055847,0.0058950205566500585,0.09918349031767026,-0.010745867530027006,0.06683703724654841,0.0680932209320956,0.17282982304458863,0.029394575352818874,-0.015952097315523266,0.004227741448293012,0.05958719887602619,0.057600656941967344
perm_id_80,-0.04210274895895936,0.007482844269284907,-0.025780221445466257,0.035352091729243,0.031378230576163686,0.005431920000208962,-0.03535911901246776,0.03782225786150896,-0.009980408424214457,0.03194594600573847,0.045720160690980685,0.021337012210012433,0.1089911732554908
perm_id_81,0.006421280371658514,-0.003999670438896248,-0.0029832506208262257,-0.028335278677786527,0.06244369844592866,0.08023788055884068,-0.0019010512447372543,-0.020258093354778604,-0.02064235030975451,-0.02205479114209846,0.06970583256240985,-0.0402789452476126,0.04151151087413948
perm_id_82,-0.03947963483563569,0.049833028575223384,0.07052061558791899,0.04163099566471047,0.009787215607715958,0.01019154705947979,0.03355419131326593,0.041797109810482604,0.0033591694574097216,-0.0536373026425638,0.010415894465547306,0.07192502069658702,-0.009488114427864913
perm_id_83,-0.06012546947391604,-0.04449577144238294,-0.027385227965880127,-0.0009525690062243188,-0.024606080218486922,0.09474750175184,0.036659912413905836,0.013216649823843737,0.03574705510907736,-0.01064408710295416,0.07906822015032254,0.01403314204832848,-0.008266196503959666
perm_id_84,0.013460848765156396,0.0233904766906242,0.04551481336751617,0.0014684360874554414,-0.004223341542687018,-0.0031261789223179627,0.049195049652508725,0.013468969721580078,0.10114433458925094,0.017798225786238873,0.09982413021246296,0.049912900457922904,0.09178187277042724
perm_id_85,-0.005775633910137909,-0.05956886166822242,-0.032662342965318544,-0.03423648883031844,0.04755514769196394,0.04022949215765701,0.04145700979666665,-0.004308149493983781,0.016649098548394015,0.11340238478844505,-0.0469208354519563,0.03519296159536711,-0.017342577155814175
perm_id_86,-0.001382620412832973,0.044854963148869824,-0.04117816204056814,-0.017303520153077723,0.0343334434377297,0.025505988232514896,0.06260873997004048,0.01803523021447058,-0.0030074524788186287,0.05924686832199045,0.0244982201194555,0.022074236232304863,0.017702047197415575
perm_id_87,0.0010000096689243721,-0.03138923999960675,-0.012150305290633875,0.04107140662123553,-0.005341057228383229,0.04386049715664491,-0.010568347738221915,-0.041651917006839505,0.056446847766945744,-0.008880125802045636,-0.05306593292008866,-0.012613269611495566,-0.04918759601639382
perm_id_88,0.0413170070270548,0.007181175426724086,-0.04880614645819634,0.07920800611356024,-0.0843560820449499,0.014837735987160565,0.046514344386539924,0.08853394650147256,0.06030478576387865,-0.0028179501071331743,-0.01374032420479594,0.002909708516731419,0.16220074568535597
perm_id_89,-0.008102023613097298,0.025917414417770384,-0.032516165318099616,0.07272990652329057,0.011760731562147212,0.008006614070291735,0.023074101192984312,-0.02336982549959154,-0.0023231976345770094,-0.01869979542491132,-0.008984530008519615,0.04941144221133421,0.06745097577754972
perm_id_90,0.03676877040942234,0.0013484423170699326,-0.03831436870232797,-0.09211114829442703,-0.016928195683513565,-0.0037795400998512224,-0.04827484049950819,0.004025132684191468,0.04707000108872868,0.003935211101512933,-0.05009833469026349,-0.06514565694156768,0.06586542890257917
perm_id_91,-0.04655530395196731,0.014501208610255813,-0.06561651166557476,-0.0031886786824308535,0.0530588231738259,0.012761351377819339,0.008215045854220442,0.08816828882234667,0.13041731286654962,0.020233082196513895,-0.00021496050591063542,0.12022546756679592,-0.014877811808579446
perm_id_92,-0.07326670945906205,-0.04382226349615513,0.039821194191318486,-0.05511948211015887,-0.04031873504909617,0.004412635742940824,-0.017851694559412337,0.001910126938250684,0.008735184607150946,-0.013473309286300323,0.02215270417804279,0.08924533927994639,-0.037411484833729504
perm_id_93,0.018444074207582317,-0.11265352003653613,-0.04306342885160901,-0.05535061549994546,-0.011618675947239964,0.08210741878809169,-0.025716352756997927,0.07226061649312694,0.06449489897134324,-0.013800207728443828,0.025861112542858104,0.007690901740018239,0.04897395845351498
perm_id_94,-0.020366548963926957,0.018208779993233677,-0.03212238054875533,0.02791061477501818,0.05958053600640037,0.07224217383271131,0.015600170711926353,0.04595269112999384,0.035474997584847213,0.02208255211184202,0.024037326627008512,-0.00945561350570819,-0.03040989232753958
perm_id_95,0.03546890018137971,0.06530014146125863,0.007412493679019663,0.009382386629773127,0.10038725134773366,0.05773557480323527,0.054433218445903604,0.0025161023164869453,0.08086538427490812,-0.03826135460851241,0.08413037861626896,0.09065086331266763,0.06120248830134115
perm_id_96,-0.030179231009382936,0.033841026259358996,-0.04088554873675145,0.0059459565681345295,0.05237079229773905,0.007451170053691568,0.008775609707978697,0.0030388472349010625,0.10648862084665969,-0.06660674587272884,-0.008011515429028424,0.014497124124127597,0.08662621196396218
perm_id_97,-0.00821334527402503,0.005021097718810308,0.014432182416566167,-0.015689136725604323,-0.018819602840335285,0.00287006040664095,0.04449633058463779,-0.017071486865624687,0.037677932615845525,0.04436799178911169,-0.0035847829850983136,0.01850142102033463,-0.06320921672684456
perm_id_98,0.03422467085435089,-0.04605108067464632,-0.0195736459651019,0.020512247912906865,0.0256979717777314,0.042253132578847434,-0.004209853328028481,0.07933724777356214,-0.01541422381106057,0.07684315504091026,0.012714939831385068,0.07779034601214448,0.05404459206980886
perm_id_99,-0.04338305764080459,0.0027034940939815277,-0.007376595942918101,-0.017828065187444248,0.02184600309017063,-0.01776993194981225,-0.028898248206196873,0.008015593120094465,-0.013951718793335503,-0.09045668737266288,0.044738205101581836,0.08362496084765551,0.03185189139837501
perm_id_100,0.018808918267752887,-0.05148964166477673,0.005107070632618512,-0.06894730462176626,0.03976004431120157,0.07323690813647603,0.03842425852639583,4.175748772412465e-05,0.05687327193997653,0.020570246879221734,0.04345085901322819,-0.020991259464292682,0.0837446378036414
perm_id_101,-0.05100153988701603,-0.008841682367069838,-0.026098882670115706,-0.04130069344952617,0.029667782537009156,0.0064346003639068885,0.025619448652570036,0.052806002338542206,-0.011312198279133602,0.029050098096095676,0.05640165903740181,0.058006175090314596,-0.01764431416157609
perm_id_102,-0.011908389600197274,0.00383737868189486,0.02156761603890554,0.00410773118920629,0.055701817548784054,-0.031375707107222546,-0.01662451585542839,-0.027941969896682375,0.001104783783287032,0.035273073645641216,0.00873032974211914,0.0020453463666262033,-0.05325373126575227
perm_id_103,0.07020175477229479,0.021383730800719182,-0.016869214389990717,0.00013023921423802908,0.03340045567963642,-0.006332499437139057,0.014275707068680485,0.08688388760563324,0.02058833516987082,-0.0030143758856541326,0.05860593675700767,0.026176427565268355,-0.004792636997732912
perm_id_104,0.06995954597730736,-0.03240702366682656,-1.97108227976623e-06,0.013207389621898062,-0.02363450955880735,0.03524366836463864,0.017055270682670494,0.08077188964956294,-0.03126506929174051,0.023825770015390057,0.040063061819834815,0.0019286169588007911,0.03921906629095942
perm_id_105,0.021676011440866533,0.05085944715061302,-0.034705570937390975,0.032854532729269,0.01342031616857831,0.018958531539631146,0.019481019849089204,0.0009898634085778216,0.03436931771800277,-0.0382703073694748,0.032108919559118314,0.022872412317038633,0.03055725824598775
perm_id_106,-0.06943651901403802,0.007510251637592623,-0.07387919744216641,0.0294755218519349,-0.02300991166717792,0.07445780311611884,0.0815369537281666,0.02510066791285526,-0.02070394837972248,0.018962726877785958,0.05324969951310744,-0.00951678162126116,0.010240745259762532
