,corr,exp,surid
70,0.466095607637549,Breakspear,35
71,-0.006849218336458501,Brainsmash,35
72,-0.005912916906365233,Breakspear,36
73,-0.10474211003207864,Brainsmash,36
74,0.2584481381084245,Breakspear,37
75,-0.049340942863799725,Brainsmash,37
76,0.05050027726242385,Breakspear,38
77,0.04783236909276494,Brainsmash,38
78,0.3113514188821411,Breakspear,39
79,0.07080610056877366,Brainsmash,39
80,-0.06890978432407578,Breakspear,40
81,-0.00021063490224552603,Brainsmash,40
82,0.14435110056537157,Breakspear,41
83,-0.13609394568385624,Brainsmash,41
84,-0.0006779712849164782,Breakspear,42
85,0.0871588616143077,Brainsmash,42
86,-0.2042077709882912,Breakspear,43
87,0.03811361554724374,Brainsmash,43
88,-0.061790014345792156,Breakspear,44
89,-0.07824146164605603,Brainsmash,44
90,-0.005021230576348664,Breakspear,45
91,0.023308207518566437,Brainsmash,45
92,-0.1341526250046775,Breakspear,46
93,-0.05945605033685394,Brainsmash,46
94,-0.1700035428306583,Breakspear,47
95,0.001379951674467551,Brainsmash,47
96,0.2287374528389831,Breakspear,48
97,-0.01501316463329583,Brainsmash,48
98,-0.13184222471221113,Breakspear,49
99,-0.040655837599600494,Brainsmash,49
100,-0.10534650938990989,Breakspear,50
101,-0.01541075786353769,Brainsmash,50
102,-0.18537306228452752,Breakspear,51
103,-0.06407777307764001,Brainsmash,51
104,-0.05827519540777567,Breakspear,52
105,0.04084419481449568,Brainsmash,52
106,-0.15853551397538743,Breakspear,53
107,0.01646743346151532,Brainsmash,53
108,0.026484598980522862,Breakspear,54
109,0.04039057739832092,Brainsmash,54
110,0.02971141605024223,Breakspear,55
111,0.13261760431370243,Brainsmash,55
112,0.3170389059688441,Breakspear,56
113,0.06579986385581572,Brainsmash,56
114,-0.12850448885995377,Breakspear,57
115,-0.07096060101642962,Brainsmash,57
116,-0.1948736612537548,Breakspear,58
117,-0.14381533164885135,Brainsmash,58
118,-0.0184076511024775,Breakspear,59
119,-0.08106870296165404,Brainsmash,59
120,0.07113498863765828,Breakspear,60
121,-0.04720532414418158,Brainsmash,60
122,-0.12055765360601806,Breakspear,61
123,-0.03598695189245987,Brainsmash,61
124,-0.15557773834742233,Breakspear,62
125,-0.1371889405257242,Brainsmash,62
126,-0.03931173981365157,Breakspear,63
127,0.007106650898548921,Brainsmash,63
128,0.3228849440410649,Breakspear,64
129,0.10549738647295201,Brainsmash,64
130,-0.08599577055242986,Breakspear,65
131,0.04344653641143335,Brainsmash,65
132,0.022744081725470836,Breakspear,66
133,0.012853568428383306,Brainsmash,66
134,-0.1073294312987594,Breakspear,67
135,0.028374529773077684,Brainsmash,67
136,-0.015383860089028506,Breakspear,68
137,-0.025025510923994562,Brainsmash,68
138,-0.06626577999469399,Breakspear,69
139,0.00953509162364762,Brainsmash,69
140,-0.11964498452337322,Breakspear,70
141,0.06859102134101921,Brainsmash,70
142,0.04877097263384292,Breakspear,71
143,0.03892598149436622,Brainsmash,71
144,0.1928535520321952,Breakspear,72
145,0.06120227388598846,Brainsmash,72
146,0.12456874248641468,Breakspear,73
147,0.10095781002960834,Brainsmash,73
148,-0.013209305531865641,Breakspear,74
149,-0.08093830918174785,Brainsmash,74
150,0.14995787229123803,Breakspear,75
151,0.165364458656153,Brainsmash,75
152,-0.004107038281605071,Breakspear,76
153,-0.1178050693598278,Brainsmash,76
154,-0.1983467392036709,Breakspear,77
155,0.03410403164947799,Brainsmash,77
156,-0.1223260948800182,Breakspear,78
157,-0.046861300405949394,Brainsmash,78
158,0.14715967552535264,Breakspear,79
159,0.012685111408661078,Brainsmash,79
160,-0.04485344100043444,Breakspear,80
161,-0.2098349331522465,Brainsmash,80
162,-0.11369005241439506,Breakspear,81
163,0.09423171681239904,Brainsmash,81
164,0.010109370815597119,Breakspear,82
165,-0.07186876280870945,Brainsmash,82
166,0.03578982847747218,Breakspear,83
167,0.12915548726369402,Brainsmash,83
168,0.03464183735207773,Breakspear,84
169,-0.08751369908475817,Brainsmash,84
170,0.10247338384415068,Breakspear,85
171,-0.16111442832311754,Brainsmash,85
172,0.4466575137869099,Breakspear,86
173,0.03131634635399284,Brainsmash,86
174,-0.0609258772974113,Breakspear,87
175,0.02812350786083245,Brainsmash,87
176,-0.1884497719239552,Breakspear,88
177,-0.017111391812081718,Brainsmash,88
178,0.27425945357815223,Breakspear,89
179,0.05104542801507429,Brainsmash,89
180,-0.005188790989660388,Breakspear,90
181,-0.01962175470701745,Brainsmash,90
182,-0.2022508289293739,Breakspear,91
183,-0.1464567814549416,Brainsmash,91
184,-0.08175357831059282,Breakspear,92
185,0.03675355466532318,Brainsmash,92
186,0.04848435920078509,Breakspear,93
187,0.029430373085893632,Brainsmash,93
188,-0.06605419035141022,Breakspear,94
189,0.10989923622372523,Brainsmash,94
190,-0.04829641008977155,Breakspear,95
191,0.027476503108984043,Brainsmash,95
192,-0.035355134088128765,Breakspear,96
193,0.1283507716392411,Brainsmash,96
194,-0.09582068536408134,Breakspear,97
195,0.01991130821109165,Brainsmash,97
196,0.17737093186687558,Breakspear,98
197,0.061159522646519485,Brainsmash,98
198,-0.15288373888930515,Breakspear,99
199,0.0370690811101347,Brainsmash,99
200,0.07085988438682772,Breakspear,100
201,-0.15496084183024716,Brainsmash,100
202,0.09207233357141861,Breakspear,101
203,0.06418809542589679,Brainsmash,101
204,-0.20053429866704625,Breakspear,102
205,0.12047614136428372,Brainsmash,102
206,-0.17510483229972615,Breakspear,103
207,0.0008351758156187148,Brainsmash,103
208,-0.06355467093298986,Breakspear,104
209,0.015372189553302272,Brainsmash,104
210,0.02761671805143273,Breakspear,105
211,0.11147800006595582,Brainsmash,105
212,0.4756227570790301,Breakspear,106
213,0.05005781388811996,Brainsmash,106
214,-0.08307703809891942,Breakspear,107
215,-0.058572218008526085,Brainsmash,107
216,-0.14239912282193845,Breakspear,108
217,0.0059250871999134355,Brainsmash,108
218,-0.09152584021681075,Breakspear,109
219,-0.09396284957591411,Brainsmash,109
220,0.14826026353687008,Breakspear,110
221,0.01640819508660755,Brainsmash,110
222,-0.13139684857443903,Breakspear,111
223,0.03449354683117807,Brainsmash,111
224,-0.025301574797806405,Breakspear,112
225,0.12493840057144283,Brainsmash,112
226,-0.14641926948502795,Breakspear,113
227,0.033660713983456714,Brainsmash,113
228,0.17631472790342337,Breakspear,114
229,-0.042090153793182164,Brainsmash,114
230,0.09804735321486345,Breakspear,115
231,-0.011355106459613736,Brainsmash,115
232,0.15587345668145705,Breakspear,116
233,0.0899974778301096,Brainsmash,116
234,-0.18199344861490818,Breakspear,117
235,0.009895917287752794,Brainsmash,117
236,-0.10597063920448414,Breakspear,118
237,-0.06796018892508454,Brainsmash,118
238,-0.15344121677440484,Breakspear,119
239,0.009561265914955427,Brainsmash,119
240,-0.1626803022920255,Breakspear,120
241,0.12684141025179987,Brainsmash,120
242,0.2400441533524194,Breakspear,121
243,-0.03658897498660417,Brainsmash,121
244,0.09867600194299533,Breakspear,122
245,-0.09590651858849597,Brainsmash,122
246,0.08842108090588462,Breakspear,123
247,0.04391182784057405,Brainsmash,123
248,-0.11157567090520233,Breakspear,124
249,-0.055800768635217664,Brainsmash,124
250,-0.20473963061913494,Breakspear,125
251,0.07142428032368046,Brainsmash,125
252,-0.22494468485487926,Breakspear,126
253,0.024165115586249966,Brainsmash,126
254,-0.16110724761726497,Breakspear,127
255,-0.06341730970713821,Brainsmash,127
256,0.177721533901502,Breakspear,128
257,-0.0710033282314669,Brainsmash,128
258,-0.10932753380663482,Breakspear,129
259,0.021369620963637575,Brainsmash,129
260,-0.13646041196128075,Breakspear,130
261,0.12874424840836407,Brainsmash,130
262,-0.16322660372200012,Breakspear,131
263,0.026829088880698394,Brainsmash,131
264,-0.0004167332131719367,Breakspear,132
265,-0.05162310656298846,Brainsmash,132
266,-0.03020355843295225,Breakspear,133
267,-0.025535581724022153,Brainsmash,133
268,0.27502231217852247,Breakspear,134
269,0.0493879142260629,Brainsmash,134
270,-0.19718017850601863,Breakspear,135
271,0.06375414884514694,Brainsmash,135
272,0.22010685047072331,Breakspear,136
273,-0.04876404891713814,Brainsmash,136
274,-0.09454438770494036,Breakspear,137
275,-0.025064149355803634,Brainsmash,137
276,0.14627353941964974,Breakspear,138
277,0.1094813853187311,Brainsmash,138
278,0.02382976785811047,Breakspear,139
279,0.08232915020884608,Brainsmash,139
280,0.13713492170337727,Breakspear,140
281,0.08928960990067808,Brainsmash,140
282,-0.04696340371275028,Breakspear,141
283,-0.03737547583472152,Brainsmash,141
284,0.22666772127295426,Breakspear,142
285,0.009948253713570115,Brainsmash,142
286,-0.08992812808016226,Breakspear,143
287,0.015462663522413456,Brainsmash,143
288,-0.14449770674520085,Breakspear,144
289,-0.082278438910006,Brainsmash,144
290,-0.18506822901461475,Breakspear,145
291,-0.11730290718574006,Brainsmash,145
292,-0.15116209852465193,Breakspear,146
293,0.10042946863156756,Brainsmash,146
294,0.23115135628855654,Breakspear,147
295,-0.04839876352597505,Brainsmash,147
296,-0.099166161702883,Breakspear,148
297,-0.042153343669383746,Brainsmash,148
298,0.3425635671159242,Breakspear,149
299,0.09063461395739793,Brainsmash,149
300,0.18904984870225047,Breakspear,150
301,-0.09350590804632596,Brainsmash,150
302,-0.19685710846963755,Breakspear,151
303,0.1118028418381485,Brainsmash,151
304,-0.007096733172883636,Breakspear,152
305,0.02084872655765683,Brainsmash,152
306,-0.19995902458667905,Breakspear,153
307,0.04023953836872427,Brainsmash,153
308,-0.1822656934412596,Breakspear,154
309,-0.060610138101175666,Brainsmash,154
310,0.01298220426613731,Breakspear,155
311,0.007753289395723332,Brainsmash,155
312,0.051842035965552716,Breakspear,156
313,0.0454088229210822,Brainsmash,156
314,0.22602927257986882,Breakspear,157
315,-0.02054941883524047,Brainsmash,157
316,0.03293653487311597,Breakspear,158
317,0.0390505413199024,Brainsmash,158
318,-0.14480346652849596,Breakspear,159
319,0.006505699172822536,Brainsmash,159
320,0.03874030098201599,Breakspear,160
321,0.028542992384906905,Brainsmash,160
322,-0.21743450716737897,Breakspear,161
323,-0.06630296244318006,Brainsmash,161
324,0.24015175341025286,Breakspear,162
325,-0.0862817810694424,Brainsmash,162
326,-0.16434171166677378,Breakspear,163
327,-0.025102754164747932,Brainsmash,163
328,0.3474775860529201,Breakspear,164
329,0.018325874567550162,Brainsmash,164
330,-0.14845218456548576,Breakspear,165
331,0.03806146968777149,Brainsmash,165
332,0.24430491941080998,Breakspear,166
333,0.07616091914613378,Brainsmash,166
334,-0.14452441808397515,Breakspear,167
335,-0.17871976593004738,Brainsmash,167
336,-0.15135926486663429,Breakspear,168
337,0.07973353882998455,Brainsmash,168
338,-0.11006454357944238,Breakspear,169
339,-0.008258136506368146,Brainsmash,169
340,-0.07721786228389341,Breakspear,170
341,0.0006790898592307074,Brainsmash,170
342,-0.13851208355197367,Breakspear,171
343,0.02828677282990348,Brainsmash,171
344,-0.12407422066995287,Breakspear,172
345,-0.02725820092718565,Brainsmash,172
346,-0.007548594797478858,Breakspear,173
347,-0.012534948355905746,Brainsmash,173
348,0.06908934350225404,Breakspear,174
349,-0.0505868487193808,Brainsmash,174
350,-0.21099464066560114,Breakspear,175
351,0.0066133409531354045,Brainsmash,175
352,-0.16509492584452984,Breakspear,176
353,0.013174056687233296,Brainsmash,176
354,0.4445163865861377,Breakspear,177
355,-0.0056973322685134045,Brainsmash,177
356,0.11629634900895035,Breakspear,178
357,-0.015312099374500295,Brainsmash,178
358,-0.18166562143915382,Breakspear,179
359,-0.18204321160077186,Brainsmash,179
360,-0.18770511374458135,Breakspear,180
361,0.015248827301877165,Brainsmash,180
362,-0.14986563331145972,Breakspear,181
363,0.014948957936703951,Brainsmash,181
364,-0.052995681350955844,Breakspear,182
365,-0.0723585856201692,Brainsmash,182
366,-0.10533704151090832,Breakspear,183
367,0.013055201852484176,Brainsmash,183
368,0.14497269808310462,Breakspear,184
369,-0.01117532098512888,Brainsmash,184
370,0.24423623299756747,Breakspear,185
371,0.04888115509398105,Brainsmash,185
372,0.34027463800083796,Breakspear,186
373,-0.012938797698257254,Brainsmash,186
374,0.03446557935489069,Breakspear,187
375,-0.116717378806444,Brainsmash,187
376,0.20379599526873549,Breakspear,188
377,-0.08775828448461212,Brainsmash,188
378,0.3481624653382546,Breakspear,189
379,0.05987701855311115,Brainsmash,189
380,-0.19258517188122248,Breakspear,190
381,-0.0141984738808388,Brainsmash,190
382,0.10471920177219554,Breakspear,191
383,0.10580114858696692,Brainsmash,191
384,0.03265755590355765,Breakspear,192
385,0.06173615748061729,Brainsmash,192
386,0.025505838796039657,Breakspear,193
387,-0.05993853646396481,Brainsmash,193
388,-0.06445780284351918,Breakspear,194
389,0.034226010214038954,Brainsmash,194
390,-0.030166579423461334,Breakspear,195
391,-0.006355618414140027,Brainsmash,195
392,0.17289441219918664,Breakspear,196
393,0.010478436957643016,Brainsmash,196
394,0.13954568841667223,Breakspear,197
395,-0.0050530100445215,Brainsmash,197
396,-0.0447748222204852,Breakspear,198
397,-0.05267472251872373,Brainsmash,198
398,0.03355279050011203,Breakspear,199
399,-0.11115253340041073,Brainsmash,199
400,-0.17188916583976852,Breakspear,200
401,0.010949612316889595,Brainsmash,200
402,-0.14823285021529647,Breakspear,201
403,0.04779773961433368,Brainsmash,201
404,0.1575751601539873,Breakspear,202
405,-0.06980695750008464,Brainsmash,202
406,0.16286469401710163,Breakspear,203
407,0.009049183979533373,Brainsmash,203
408,-0.12201491299423928,Breakspear,204
409,-0.03325031921026978,Brainsmash,204
410,-0.08390722723352569,Breakspear,205
411,0.025588816755205163,Brainsmash,205
412,-0.09558595049538854,Breakspear,206
413,-0.05415045192566748,Brainsmash,206
414,-0.22731513811455314,Breakspear,207
415,0.08224211308656226,Brainsmash,207
416,-0.14386176588600577,Breakspear,208
417,0.038011911406215834,Brainsmash,208
418,-0.16683375481861182,Breakspear,209
419,0.07973155552610474,Brainsmash,209
420,0.16764565778518103,Breakspear,210
421,0.03687140623809295,Brainsmash,210
422,-0.10307934155133762,Breakspear,211
423,0.03956376325994204,Brainsmash,211
424,-0.18970767079280984,Breakspear,212
425,-0.08458421504346177,Brainsmash,212
426,-0.01660663723199596,Breakspear,213
427,-0.05765180945192274,Brainsmash,213
428,-0.12854304235091993,Breakspear,214
429,-0.055321143101089765,Brainsmash,214
430,-0.08967783440037064,Breakspear,215
431,0.010882087656341707,Brainsmash,215
432,-0.06133322014388266,Breakspear,216
433,-0.05428856777605633,Brainsmash,216
434,-0.17354677201481566,Breakspear,217
435,0.07574755984618614,Brainsmash,217
436,-0.09661124784033828,Breakspear,218
437,-0.052938754062323415,Brainsmash,218
438,-0.01686814468873738,Breakspear,219
439,-0.06813183900107471,Brainsmash,219
440,-0.1506270745244542,Breakspear,220
441,-0.015960259791977648,Brainsmash,220
442,-0.18027853290014775,Breakspear,221
443,0.04521852220900508,Brainsmash,221
444,0.1375011240236724,Breakspear,222
445,0.030260476936938657,Brainsmash,222
446,-0.06543594644399499,Breakspear,223
447,0.15967938147346783,Brainsmash,223
448,-0.20132908360312057,Breakspear,224
449,-0.12333333470720818,Brainsmash,224
450,-0.17442955267694932,Breakspear,225
451,0.05194579438777904,Brainsmash,225
452,0.1491113425132083,Breakspear,226
453,-0.11021734650701458,Brainsmash,226
454,-0.016427419195422538,Breakspear,227
455,0.0016253205489437485,Brainsmash,227
456,0.4092690012537751,Breakspear,228
457,-0.09998280793491886,Brainsmash,228
458,0.24829799908632438,Breakspear,229
459,-0.06913618188792275,Brainsmash,229
460,0.18927221735221983,Breakspear,230
461,0.035412075988740375,Brainsmash,230
462,0.10905701085709327,Breakspear,231
463,0.028036859957259058,Brainsmash,231
464,0.015621081638901949,Breakspear,232
465,0.008941273258674703,Brainsmash,232
466,-0.12497670819604303,Breakspear,233
467,-0.15465525189576307,Brainsmash,233
468,-0.17802053164209494,Breakspear,234
469,-0.013904983002931682,Brainsmash,234
470,0.01564848343964688,Breakspear,235
471,0.025864308980010003,Brainsmash,235
472,-0.03187917321072003,Breakspear,236
473,-0.0018264491749820431,Brainsmash,236
474,-0.14649017284805724,Breakspear,237
475,-0.006935613404150159,Brainsmash,237
476,-0.11017716891710155,Breakspear,238
477,-0.07052237669137247,Brainsmash,238
478,-0.14488200777966018,Breakspear,239
479,-0.039118780683639505,Brainsmash,239
480,-0.20334896372801425,Breakspear,240
481,-0.031368281539882185,Brainsmash,240
482,0.03564505018178907,Breakspear,241
483,0.04217557639998465,Brainsmash,241
484,-0.20913821437208405,Breakspear,242
485,0.15046522138680116,Brainsmash,242
486,-0.052053004462791576,Breakspear,243
487,-0.11260543494997645,Brainsmash,243
488,-0.03457664101572294,Breakspear,244
489,-0.031023076605568682,Brainsmash,244
490,-0.13151690902540095,Breakspear,245
491,-0.0026474003814799733,Brainsmash,245
492,0.1464027227562529,Breakspear,246
493,0.05839011490929767,Brainsmash,246
494,-0.10122750019313194,Breakspear,247
495,-0.05007028310619642,Brainsmash,247
496,-0.03238757383186567,Breakspear,248
497,-0.04274659514001476,Brainsmash,248
498,-0.15866633537899635,Breakspear,249
499,0.08485425655220118,Brainsmash,249
500,-0.19108939816261866,Breakspear,250
501,-0.031080843157487627,Brainsmash,250
502,0.5177163492530017,Breakspear,251
503,0.05461842273842693,Brainsmash,251
504,-0.16691554175677153,Breakspear,252
505,-0.013163263392536508,Brainsmash,252
506,-0.17137312608145067,Breakspear,253
507,-0.00975089117231851,Brainsmash,253
508,0.14500999266843478,Breakspear,254
509,0.0009301193623227001,Brainsmash,254
510,-0.004769848518468017,Breakspear,255
511,-0.06966614428488599,Brainsmash,255
512,0.03229800023128392,Breakspear,256
513,-0.0030276174660800125,Brainsmash,256
514,-0.04662159897531389,Breakspear,257
515,-0.012086124295605287,Brainsmash,257
516,-0.037016147000643276,Breakspear,258
517,-0.13399112290867948,Brainsmash,258
518,0.019208943483432758,Breakspear,259
519,0.05228477115197213,Brainsmash,259
520,-0.042101299602252645,Breakspear,260
521,0.09824325814313574,Brainsmash,260
522,-0.19570079487157588,Breakspear,261
523,-0.12500448077226073,Brainsmash,261
524,0.1317481792636223,Breakspear,262
525,0.0375143933802874,Brainsmash,262
526,0.39588558598594037,Breakspear,263
527,0.08719389325800209,Brainsmash,263
528,0.33112753502298925,Breakspear,264
529,0.03756927825336713,Brainsmash,264
530,0.3710092279686402,Breakspear,265
531,0.013510214154412318,Brainsmash,265
532,0.023779839417866905,Breakspear,266
533,-0.02237865763431611,Brainsmash,266
534,-0.21509267156311693,Breakspear,267
535,-0.003554964916449674,Brainsmash,267
536,0.18934217842323825,Breakspear,268
537,0.054597836592577546,Brainsmash,268
538,0.01581762331727802,Breakspear,269
539,0.0932886390483191,Brainsmash,269
540,0.035718237865087155,Breakspear,270
541,0.06866970043307676,Brainsmash,270
542,-0.06928549474213183,Breakspear,271
543,0.04814067211052342,Brainsmash,271
544,-0.10200205657176656,Breakspear,272
545,0.00033567132508858843,Brainsmash,272
546,-0.08321076989894857,Breakspear,273
547,-0.018055990486791698,Brainsmash,273
548,0.030551845050877685,Breakspear,274
549,0.07339869675427606,Brainsmash,274
550,-0.09986624582511346,Breakspear,275
551,0.05880307186904578,Brainsmash,275
552,-0.1324110340359951,Breakspear,276
553,-0.00557701338814547,Brainsmash,276
554,0.2610948162858419,Breakspear,277
555,0.08733916700731328,Brainsmash,277
556,-0.1615028053201077,Breakspear,278
557,0.09136052424525258,Brainsmash,278
558,0.12467704747133665,Breakspear,279
559,-0.0032141598348254456,Brainsmash,279
560,0.03303504129371363,Breakspear,280
561,-0.12341386377825829,Brainsmash,280
562,0.006423414445313054,Breakspear,281
563,0.10334524910552602,Brainsmash,281
564,-0.1741170519775569,Breakspear,282
565,0.09303065672910299,Brainsmash,282
566,-0.16415274523509807,Breakspear,283
567,-0.004954499169580197,Brainsmash,283
568,-0.001199012457478798,Breakspear,284
569,-0.012200438771467495,Brainsmash,284
570,-0.13157163383265116,Breakspear,285
571,-0.023566458885037354,Brainsmash,285
572,-0.1591067426641861,Breakspear,286
573,-0.05474033168551344,Brainsmash,286
574,-0.12600941615776504,Breakspear,287
575,-0.0036280689871882738,Brainsmash,287
576,0.007881304525076389,Breakspear,288
577,-0.161640855686854,Brainsmash,288
578,0.04483449150756792,Breakspear,289
579,-0.01052036881459513,Brainsmash,289
580,-0.14787488275973407,Breakspear,290
581,-0.10714480495507091,Brainsmash,290
582,-0.06763630142518082,Breakspear,291
583,0.07723613513327116,Brainsmash,291
584,0.17637602120715218,Breakspear,292
585,-0.14589048257229154,Brainsmash,292
586,0.03934467394308132,Breakspear,293
587,-0.048115591355089554,Brainsmash,293
588,-0.15267325952795488,Breakspear,294
589,-0.026650152510922617,Brainsmash,294
590,0.1341712222195103,Breakspear,295
591,0.11607539504159169,Brainsmash,295
592,-0.09806027827652883,Breakspear,296
593,-0.08950342436431337,Brainsmash,296
594,-0.12705511932125252,Breakspear,297
595,0.019912858252947713,Brainsmash,297
596,-0.15088101201553192,Breakspear,298
597,-0.03330619516983971,Brainsmash,298
598,0.16923981206558625,Breakspear,299
599,-0.07047838964905605,Brainsmash,299
600,0.00200259882313696,Breakspear,300
601,-0.10288187691711326,Brainsmash,300
602,-0.07613649662194041,Breakspear,301
603,0.03226891053083292,Brainsmash,301
604,-0.03387768475224905,Breakspear,302
605,-0.026117001989396975,Brainsmash,302
606,0.06930809547991974,Breakspear,303
607,0.059021954495157854,Brainsmash,303
608,-0.0668822311660989,Breakspear,304
609,0.020862852447818252,Brainsmash,304
610,0.48132803867751667,Breakspear,305
611,0.15328199515664953,Brainsmash,305
612,0.11625109600972068,Breakspear,306
613,0.000919580949337499,Brainsmash,306
614,-0.05761502147631375,Breakspear,307
615,0.014640879219597223,Brainsmash,307
616,-0.02890755794498385,Breakspear,308
617,0.04372237439215911,Brainsmash,308
618,-0.0939144779828724,Breakspear,309
619,0.09563150556293395,Brainsmash,309
620,-0.1035343818742569,Breakspear,310
621,0.03421576559918269,Brainsmash,310
622,-0.11184566456016637,Breakspear,311
623,-0.09633777351802068,Brainsmash,311
624,-0.23904101942993503,Breakspear,312
625,0.012278296075431613,Brainsmash,312
626,-0.1717273477708732,Breakspear,313
627,0.030222360286271406,Brainsmash,313
628,0.36757514563570437,Breakspear,314
629,0.03771593117058174,Brainsmash,314
630,-0.09173222816943569,Breakspear,315
631,0.008058881531053027,Brainsmash,315
632,-0.12106903365495107,Breakspear,316
633,0.03595721002519899,Brainsmash,316
634,-0.17955338763541961,Breakspear,317
635,-0.062378571858721636,Brainsmash,317
636,-0.07117161383690689,Breakspear,318
637,0.003266818891159986,Brainsmash,318
638,0.10635887461359611,Breakspear,319
639,-0.00547285579933285,Brainsmash,319
640,-0.13220134816020943,Breakspear,320
641,0.10829331816930976,Brainsmash,320
642,0.24310832919050912,Breakspear,321
643,-0.05329127172021699,Brainsmash,321
644,-0.1417635520710931,Breakspear,322
645,-0.08151883743008827,Brainsmash,322
646,0.0034479006830613057,Breakspear,323
647,0.16283956090509372,Brainsmash,323
648,-0.16018065303501824,Breakspear,324
649,-0.0692177431357846,Brainsmash,324
650,0.06359188187229085,Breakspear,325
651,-0.026957509390618355,Brainsmash,325
652,-0.05064229811767529,Breakspear,326
653,-0.0673575594520568,Brainsmash,326
654,0.10628429500085192,Breakspear,327
655,-0.048776636260519486,Brainsmash,327
656,-0.21097412884757757,Breakspear,328
657,-0.039463321675153984,Brainsmash,328
658,-0.0067432742261702,Breakspear,329
659,0.07065107597291931,Brainsmash,329
660,-0.04113671589802708,Breakspear,330
661,0.08062029485621679,Brainsmash,330
662,-0.23122017306133233,Breakspear,331
663,-0.026073149502080416,Brainsmash,331
664,-0.20579766330615717,Breakspear,332
665,-0.028123669751869338,Brainsmash,332
666,0.2208930284520226,Breakspear,333
667,0.08185479179475906,Brainsmash,333
668,-0.1441027689264025,Breakspear,334
669,0.04749177606089425,Brainsmash,334
670,0.028138153057112127,Breakspear,335
671,0.07586696102678518,Brainsmash,335
672,-0.05053020459140898,Breakspear,336
673,0.06185507068881654,Brainsmash,336
674,0.2229637767612894,Breakspear,337
675,0.033987769089908956,Brainsmash,337
676,0.18544707612660466,Breakspear,338
677,0.005580822917290144,Brainsmash,338
678,-0.06427427810471116,Breakspear,339
679,0.07245481826856028,Brainsmash,339
680,0.041547003306035585,Breakspear,340
681,0.0416504462120674,Brainsmash,340
682,-0.17740117375865294,Breakspear,341
683,-0.10917355799241207,Brainsmash,341
684,-0.20195716097776784,Breakspear,342
685,-0.013985697180904439,Brainsmash,342
686,-0.030963351359094487,Breakspear,343
687,0.06800564480356164,Brainsmash,343
688,-0.10198232149824832,Breakspear,344
689,-0.061194092715118525,Brainsmash,344
690,0.07227540782213653,Breakspear,345
691,-0.001665391996493249,Brainsmash,345
692,-0.1059326130934482,Breakspear,346
693,0.0831610526142839,Brainsmash,346
694,0.16586577935436198,Breakspear,347
695,-0.008125535607076594,Brainsmash,347
